year	gender	age	education	obs_value
2021	Female	"Age (Youth, adults): 25+"	Education (ISCED-11): 4. Post-secondary non-tertiary education	47.361
2021	Female	"Age (Youth, adults): 25+"	Education (ISCED-11): 5. Short-cycle tertiary education	3301.586
2021	Female	"Age (Youth, adults): 25+"	Education (ISCED-11): 6. Bachelor's or equivalent level	2790.308
2021	Female	"Age (Youth, adults): 25+"	Education (ISCED-11): 7. Master's or equivalent level	2467.018
2021	Female	"Age (Youth, adults): 25+"	Education (ISCED-11): 8. Doctoral or equivalent level	168.68
2021	Female	"Age (Youth, adults): 25+"	Education (ISCED-11): 9. Not elsewhere classified	1181.107
2021	Total	Age (Aggregate bands): Total	Education (Aggregate levels): Total	54194.991
2021	Total	Age (Aggregate bands): Total	Education (Aggregate levels): Basic	13429.77
2021	Total	Age (Aggregate bands): Total	Education (Aggregate levels): Intermediate	21496.42
2021	Total	Age (Aggregate bands): Total	Education (Aggregate levels): Advanced	17223.568
2021	Total	Age (Aggregate bands): Total	Education (Aggregate levels): Level not stated	2045.234
2021	Total	Age (Aggregate bands): 15-24	Education (Aggregate levels): Total	7387.761
2021	Total	Age (Aggregate bands): 15-24	Education (Aggregate levels): Basic	2998.575
2021	Total	Age (Aggregate bands): 15-24	Education (Aggregate levels): Intermediate	3124.757
2021	Total	Age (Aggregate bands): 15-24	Education (Aggregate levels): Advanced	1155.68
2021	Total	Age (Aggregate bands): 15-24	Education (Aggregate levels): Level not stated	108.75
2021	Total	Age (Aggregate bands): 25-54	Education (Aggregate levels): Total	24516.969
2021	Total	Age (Aggregate bands): 25-54	Education (Aggregate levels): Basic	3121.74
2021	Total	Age (Aggregate bands): 25-54	Education (Aggregate levels): Intermediate	9696.003
2021	Total	Age (Aggregate bands): 25-54	Education (Aggregate levels): Advanced	11204.737
2021	Total	Age (Aggregate bands): 25-54	Education (Aggregate levels): Level not stated	494.489
2021	Total	Age (Aggregate bands): 55-64	Education (Aggregate levels): Total	8556.881
2021	Total	Age (Aggregate bands): 55-64	Education (Aggregate levels): Basic	2069.368
2021	Total	Age (Aggregate bands): 55-64	Education (Aggregate levels): Intermediate	3971.561
2021	Total	Age (Aggregate bands): 55-64	Education (Aggregate levels): Advanced	2304.528
2021	Total	Age (Aggregate bands): 55-64	Education (Aggregate levels): Level not stated	211.424
2021	Total	Age (Aggregate bands): 65+	Education (Aggregate levels): Total	13733.38
2021	Total	Age (Aggregate bands): 65+	Education (Aggregate levels): Basic	5240.087
2021	Total	Age (Aggregate bands): 65+	Education (Aggregate levels): Intermediate	4704.098
2021	Total	Age (Aggregate bands): 65+	Education (Aggregate levels): Advanced	2558.624
2021	Total	Age (Aggregate bands): 65+	Education (Aggregate levels): Level not stated	1230.571
2021	Male	Age (Aggregate bands): Total	Education (Aggregate levels): Total	25898.093
2021	Male	Age (Aggregate bands): Total	Education (Aggregate levels): Basic	6133.329
2021	Male	Age (Aggregate bands): Total	Education (Aggregate levels): Intermediate	11065.515
2021	Male	Age (Aggregate bands): Total	Education (Aggregate levels): Advanced	7869.64
2021	Male	Age (Aggregate bands): Total	Education (Aggregate levels): Level not stated	829.609
2021	Male	Age (Aggregate bands): 15-24	Education (Aggregate levels): Total	3757.1
2021	Male	Age (Aggregate bands): 15-24	Education (Aggregate levels): Basic	1586.597
2021	Male	Age (Aggregate bands): 15-24	Education (Aggregate levels): Intermediate	1566.927
2021	Male	Age (Aggregate bands): 15-24	Education (Aggregate levels): Advanced	529.344
2021	Male	Age (Aggregate bands): 15-24	Education (Aggregate levels): Level not stated	74.232
2021	Male	Age (Aggregate bands): 25-54	Education (Aggregate levels): Total	11972.051
2021	Male	Age (Aggregate bands): 25-54	Education (Aggregate levels): Basic	1635.28
2021	Male	Age (Aggregate bands): 25-54	Education (Aggregate levels): Intermediate	5081.393
2021	Male	Age (Aggregate bands): 25-54	Education (Aggregate levels): Advanced	5017.919
2021	Male	Age (Aggregate bands): 25-54	Education (Aggregate levels): Level not stated	237.459
2021	Male	Age (Aggregate bands): 55-64	Education (Aggregate levels): Total	4116.008
2021	Male	Age (Aggregate bands): 55-64	Education (Aggregate levels): Basic	929.26
2021	Male	Age (Aggregate bands): 55-64	Education (Aggregate levels): Intermediate	2034.711
2021	Male	Age (Aggregate bands): 55-64	Education (Aggregate levels): Advanced	1065.016
2021	Male	Age (Aggregate bands): 55-64	Education (Aggregate levels): Level not stated	87.022
2021	Male	Age (Aggregate bands): 65+	Education (Aggregate levels): Total	6052.934
2021	Male	Age (Aggregate bands): 65+	Education (Aggregate levels): Basic	1982.193
2021	Male	Age (Aggregate bands): 65+	Education (Aggregate levels): Intermediate	2382.484
2021	Male	Age (Aggregate bands): 65+	Education (Aggregate levels): Advanced	1257.361
2021	Male	Age (Aggregate bands): 65+	Education (Aggregate levels): Level not stated	430.896
2021	Female	Age (Aggregate bands): Total	Education (Aggregate levels): Total	28296.898
2021	Female	Age (Aggregate bands): Total	Education (Aggregate levels): Basic	7296.441
2021	Female	Age (Aggregate bands): Total	Education (Aggregate levels): Intermediate	10430.904
2021	Female	Age (Aggregate bands): Total	Education (Aggregate levels): Advanced	9353.928
2021	Female	Age (Aggregate bands): Total	Education (Aggregate levels): Level not stated	1215.625
2021	Female	Age (Aggregate bands): 15-24	Education (Aggregate levels): Total	3630.661
2021	Female	Age (Aggregate bands): 15-24	Education (Aggregate levels): Basic	1411.977
2021	Female	Age (Aggregate bands): 15-24	Education (Aggregate levels): Intermediate	1557.83
2021	Female	Age (Aggregate bands): 15-24	Education (Aggregate levels): Advanced	626.336
2021	Female	Age (Aggregate bands): 15-24	Education (Aggregate levels): Level not stated	34.518
2021	Female	Age (Aggregate bands): 25-54	Education (Aggregate levels): Total	12544.918
2021	Female	Age (Aggregate bands): 25-54	Education (Aggregate levels): Basic	1486.461
2021	Female	Age (Aggregate bands): 25-54	Education (Aggregate levels): Intermediate	4614.61
2021	Female	Age (Aggregate bands): 25-54	Education (Aggregate levels): Advanced	6186.818
2021	Female	Age (Aggregate bands): 25-54	Education (Aggregate levels): Level not stated	257.03
2021	Female	Age (Aggregate bands): 55-64	Education (Aggregate levels): Total	4440.873
2021	Female	Age (Aggregate bands): 55-64	Education (Aggregate levels): Basic	1140.108
2021	Female	Age (Aggregate bands): 55-64	Education (Aggregate levels): Intermediate	1936.851
2021	Female	Age (Aggregate bands): 55-64	Education (Aggregate levels): Advanced	1239.512
2021	Female	Age (Aggregate bands): 55-64	Education (Aggregate levels): Level not stated	124.402
2021	Female	Age (Aggregate bands): 65+	Education (Aggregate levels): Total	7680.446
2021	Female	Age (Aggregate bands): 65+	Education (Aggregate levels): Basic	3257.894
2021	Female	Age (Aggregate bands): 65+	Education (Aggregate levels): Intermediate	2321.614
2021	Female	Age (Aggregate bands): 65+	Education (Aggregate levels): Advanced	1301.263
2021	Female	Age (Aggregate bands): 65+	Education (Aggregate levels): Level not stated	799.675
2021	Total	Age (Aggregate bands): Total	Education (ISCED-11): Total	54194.991
2021	Total	Age (Aggregate bands): Total	Education (ISCED-11): 1. Primary education	4223.452
2021	Total	Age (Aggregate bands): Total	Education (ISCED-11): 2. Lower secondary education	9206.318
2021	Total	Age (Aggregate bands): Total	Education (ISCED-11): 3. Upper secondary education	21415.698
2021	Total	Age (Aggregate bands): Total	Education (ISCED-11): 4. Post-secondary non-tertiary education	80.722
2021	Total	Age (Aggregate bands): Total	Education (ISCED-11): 5. Short-cycle tertiary education	6243.992
2021	Total	Age (Aggregate bands): Total	Education (ISCED-11): 6. Bachelor's or equivalent level	5223.648
2021	Total	Age (Aggregate bands): Total	Education (ISCED-11): 7. Master's or equivalent level	5339.123
2021	Total	Age (Aggregate bands): Total	Education (ISCED-11): 8. Doctoral or equivalent level	416.806
2021	Total	Age (Aggregate bands): Total	Education (ISCED-11): 9. Not elsewhere classified	2045.234
2021	Total	Age (Aggregate bands): 15-24	Education (ISCED-11): Total	7387.761
2021	Total	Age (Aggregate bands): 15-24	Education (ISCED-11): 1. Primary education	66.051
2021	Total	Age (Aggregate bands): 15-24	Education (ISCED-11): 2. Lower secondary education	2932.524
2021	Total	Age (Aggregate bands): 15-24	Education (ISCED-11): 3. Upper secondary education	3122.852
2021	Total	Age (Aggregate bands): 15-24	Education (ISCED-11): 4. Post-secondary non-tertiary education	1.905
2021	Total	Age (Aggregate bands): 15-24	Education (ISCED-11): 5. Short-cycle tertiary education	467.239
2021	Total	Age (Aggregate bands): 15-24	Education (ISCED-11): 6. Bachelor's or equivalent level	555.76
2021	Total	Age (Aggregate bands): 15-24	Education (ISCED-11): 7. Master's or equivalent level	132.681
2021	Total	Age (Aggregate bands): 15-24	Education (ISCED-11): 9. Not elsewhere classified	108.75
2021	Total	Age (Aggregate bands): 25-54	Education (ISCED-11): Total	24516.969
2021	Total	Age (Aggregate bands): 25-54	Education (ISCED-11): 1. Primary education	479.879
2021	Total	Age (Aggregate bands): 25-54	Education (ISCED-11): 2. Lower secondary education	2641.861
2021	Total	Age (Aggregate bands): 25-54	Education (ISCED-11): 3. Upper secondary education	9656.219
2021	Total	Age (Aggregate bands): 25-54	Education (ISCED-11): 4. Post-secondary non-tertiary education	39.784
2021	Total	Age (Aggregate bands): 25-54	Education (ISCED-11): 5. Short-cycle tertiary education	3750.676
2021	Total	Age (Aggregate bands): 25-54	Education (ISCED-11): 6. Bachelor's or equivalent level	3216.608
2021	Total	Age (Aggregate bands): 25-54	Education (ISCED-11): 7. Master's or equivalent level	4000.277
2021	Total	Age (Aggregate bands): 25-54	Education (ISCED-11): 8. Doctoral or equivalent level	237.177
2021	Total	Age (Aggregate bands): 25-54	Education (ISCED-11): 9. Not elsewhere classified	494.489
2021	Total	Age (Aggregate bands): 55-64	Education (ISCED-11): Total	8556.881
2021	Total	Age (Aggregate bands): 55-64	Education (ISCED-11): 1. Primary education	503.279
2021	Total	Age (Aggregate bands): 55-64	Education (ISCED-11): 2. Lower secondary education	1566.09
2021	Total	Age (Aggregate bands): 55-64	Education (ISCED-11): 3. Upper secondary education	3956.605
2021	Total	Age (Aggregate bands): 55-64	Education (ISCED-11): 4. Post-secondary non-tertiary education	14.957
2021	Total	Age (Aggregate bands): 55-64	Education (ISCED-11): 5. Short-cycle tertiary education	1002.031
2021	Total	Age (Aggregate bands): 55-64	Education (ISCED-11): 6. Bachelor's or equivalent level	649.792
2021	Total	Age (Aggregate bands): 55-64	Education (ISCED-11): 7. Master's or equivalent level	574.86
2021	Total	Age (Aggregate bands): 55-64	Education (ISCED-11): 8. Doctoral or equivalent level	77.844
2021	Total	Age (Aggregate bands): 55-64	Education (ISCED-11): 9. Not elsewhere classified	211.424
2021	Total	Age (Aggregate bands): 65+	Education (ISCED-11): Total	13733.38
2021	Total	Age (Aggregate bands): 65+	Education (ISCED-11): 1. Primary education	3174.243
2021	Total	Age (Aggregate bands): 65+	Education (ISCED-11): 2. Lower secondary education	2065.844
2021	Total	Age (Aggregate bands): 65+	Education (ISCED-11): 3. Upper secondary education	4680.022
2021	Total	Age (Aggregate bands): 65+	Education (ISCED-11): 4. Post-secondary non-tertiary education	24.076
2021	Total	Age (Aggregate bands): 65+	Education (ISCED-11): 5. Short-cycle tertiary education	1024.046
2021	Total	Age (Aggregate bands): 65+	Education (ISCED-11): 6. Bachelor's or equivalent level	801.488
2021	Total	Age (Aggregate bands): 65+	Education (ISCED-11): 7. Master's or equivalent level	631.305
2021	Total	Age (Aggregate bands): 65+	Education (ISCED-11): 8. Doctoral or equivalent level	101.785
2021	Total	Age (Aggregate bands): 65+	Education (ISCED-11): 9. Not elsewhere classified	1230.571
2021	Male	Age (Aggregate bands): Total	Education (ISCED-11): Total	25898.093
2021	Male	Age (Aggregate bands): Total	Education (ISCED-11): 1. Primary education	1683.151
2021	Male	Age (Aggregate bands): Total	Education (ISCED-11): 2. Lower secondary education	4450.178
2021	Male	Age (Aggregate bands): Total	Education (ISCED-11): 3. Upper secondary education	11032.821
2021	Male	Age (Aggregate bands): Total	Education (ISCED-11): 4. Post-secondary non-tertiary education	32.694
2021	Male	Age (Aggregate bands): Total	Education (ISCED-11): 5. Short-cycle tertiary education	2730.162
2021	Male	Age (Aggregate bands): Total	Education (ISCED-11): 6. Bachelor's or equivalent level	2101.963
2021	Male	Age (Aggregate bands): Total	Education (ISCED-11): 7. Master's or equivalent level	2789.389
2021	Male	Age (Aggregate bands): Total	Education (ISCED-11): 8. Doctoral or equivalent level	248.126
2021	Male	Age (Aggregate bands): Total	Education (ISCED-11): 9. Not elsewhere classified	829.609
2021	Male	Age (Aggregate bands): 15-24	Education (ISCED-11): Total	3757.1
2021	Male	Age (Aggregate bands): 15-24	Education (ISCED-11): 1. Primary education	43.822
2021	Male	Age (Aggregate bands): 15-24	Education (ISCED-11): 2. Lower secondary education	1542.775
2021	Male	Age (Aggregate bands): 15-24	Education (ISCED-11): 3. Upper secondary education	1565.689
2021	Male	Age (Aggregate bands): 15-24	Education (ISCED-11): 4. Post-secondary non-tertiary education	1.239
2021	Male	Age (Aggregate bands): 15-24	Education (ISCED-11): 5. Short-cycle tertiary education	254.995
2021	Male	Age (Aggregate bands): 15-24	Education (ISCED-11): 6. Bachelor's or equivalent level	224.384
2021	Male	Age (Aggregate bands): 15-24	Education (ISCED-11): 7. Master's or equivalent level	49.965
2021	Male	Age (Aggregate bands): 15-24	Education (ISCED-11): 9. Not elsewhere classified	74.232
2021	Male	Age (Aggregate bands): 25-54	Education (ISCED-11): Total	11972.051
2021	Male	Age (Aggregate bands): 25-54	Education (ISCED-11): 1. Primary education	241.626
2021	Male	Age (Aggregate bands): 25-54	Education (ISCED-11): 2. Lower secondary education	1393.653
2021	Male	Age (Aggregate bands): 25-54	Education (ISCED-11): 3. Upper secondary education	5064.085
2021	Male	Age (Aggregate bands): 25-54	Education (ISCED-11): 4. Post-secondary non-tertiary education	17.308
2021	Male	Age (Aggregate bands): 25-54	Education (ISCED-11): 5. Short-cycle tertiary education	1662.417
2021	Male	Age (Aggregate bands): 25-54	Education (ISCED-11): 6. Bachelor's or equivalent level	1265.26
2021	Male	Age (Aggregate bands): 25-54	Education (ISCED-11): 7. Master's or equivalent level	1957.498
2021	Male	Age (Aggregate bands): 25-54	Education (ISCED-11): 8. Doctoral or equivalent level	132.744
2021	Male	Age (Aggregate bands): 25-54	Education (ISCED-11): 9. Not elsewhere classified	237.459
2021	Male	Age (Aggregate bands): 55-64	Education (ISCED-11): Total	4116.008
2021	Male	Age (Aggregate bands): 55-64	Education (ISCED-11): 1. Primary education	227.987
2021	Male	Age (Aggregate bands): 55-64	Education (ISCED-11): 2. Lower secondary education	701.273
2021	Male	Age (Aggregate bands): 55-64	Education (ISCED-11): 3. Upper secondary education	2030.845
2021	Male	Age (Aggregate bands): 55-64	Education (ISCED-11): 4. Post-secondary non-tertiary education	3.865
2021	Male	Age (Aggregate bands): 55-64	Education (ISCED-11): 5. Short-cycle tertiary education	408.59
2021	Male	Age (Aggregate bands): 55-64	Education (ISCED-11): 6. Bachelor's or equivalent level	267.171
2021	Male	Age (Aggregate bands): 55-64	Education (ISCED-11): 7. Master's or equivalent level	337.153
2021	Male	Age (Aggregate bands): 55-64	Education (ISCED-11): 8. Doctoral or equivalent level	52.103
2021	Male	Age (Aggregate bands): 55-64	Education (ISCED-11): 9. Not elsewhere classified	87.022
2021	Male	Age (Aggregate bands): 65+	Education (ISCED-11): Total	6052.934
2021	Male	Age (Aggregate bands): 65+	Education (ISCED-11): 1. Primary education	1169.716
2021	Male	Age (Aggregate bands): 65+	Education (ISCED-11): 2. Lower secondary education	812.476
2021	Male	Age (Aggregate bands): 65+	Education (ISCED-11): 3. Upper secondary education	2372.202
2021	Male	Age (Aggregate bands): 65+	Education (ISCED-11): 4. Post-secondary non-tertiary education	10.282
2021	Male	Age (Aggregate bands): 65+	Education (ISCED-11): 5. Short-cycle tertiary education	404.16
2021	Male	Age (Aggregate bands): 65+	Education (ISCED-11): 6. Bachelor's or equivalent level	345.148
2021	Male	Age (Aggregate bands): 65+	Education (ISCED-11): 7. Master's or equivalent level	444.774
2021	Male	Age (Aggregate bands): 65+	Education (ISCED-11): 8. Doctoral or equivalent level	63.279
2021	Male	Age (Aggregate bands): 65+	Education (ISCED-11): 9. Not elsewhere classified	430.896
2021	Female	Age (Aggregate bands): Total	Education (ISCED-11): Total	28296.898
2021	Female	Age (Aggregate bands): Total	Education (ISCED-11): 1. Primary education	2540.3
2021	Female	Age (Aggregate bands): Total	Education (ISCED-11): 2. Lower secondary education	4756.141
2021	Female	Age (Aggregate bands): Total	Education (ISCED-11): 3. Upper secondary education	10382.876
2021	Female	Age (Aggregate bands): Total	Education (ISCED-11): 4. Post-secondary non-tertiary education	48.028
2021	Female	Age (Aggregate bands): Total	Education (ISCED-11): 5. Short-cycle tertiary education	3513.83
2021	Female	Age (Aggregate bands): Total	Education (ISCED-11): 6. Bachelor's or equivalent level	3121.684
2021	Female	Age (Aggregate bands): Total	Education (ISCED-11): 7. Master's or equivalent level	2549.734
2021	Female	Age (Aggregate bands): Total	Education (ISCED-11): 8. Doctoral or equivalent level	168.68
2021	Female	Age (Aggregate bands): Total	Education (ISCED-11): 9. Not elsewhere classified	1215.625
2021	Female	Age (Aggregate bands): 15-24	Education (ISCED-11): Total	3630.661
2021	Female	Age (Aggregate bands): 15-24	Education (ISCED-11): 1. Primary education	22.23
2021	Female	Age (Aggregate bands): 15-24	Education (ISCED-11): 2. Lower secondary education	1389.748
2021	Female	Age (Aggregate bands): 15-24	Education (ISCED-11): 3. Upper secondary education	1557.163
2021	Female	Age (Aggregate bands): 15-24	Education (ISCED-11): 4. Post-secondary non-tertiary education	
2021	Female	Age (Aggregate bands): 15-24	Education (ISCED-11): 5. Short-cycle tertiary education	212.244
2021	Female	Age (Aggregate bands): 15-24	Education (ISCED-11): 6. Bachelor's or equivalent level	331.376
2021	Female	Age (Aggregate bands): 15-24	Education (ISCED-11): 7. Master's or equivalent level	82.716
2021	Female	Age (Aggregate bands): 15-24	Education (ISCED-11): 9. Not elsewhere classified	34.518
2021	Female	Age (Aggregate bands): 25-54	Education (ISCED-11): Total	12544.918
2021	Female	Age (Aggregate bands): 25-54	Education (ISCED-11): 1. Primary education	238.252
2021	Female	Age (Aggregate bands): 25-54	Education (ISCED-11): 2. Lower secondary education	1248.208
2021	Female	Age (Aggregate bands): 25-54	Education (ISCED-11): 3. Upper secondary education	4592.134
2021	Female	Age (Aggregate bands): 25-54	Education (ISCED-11): 4. Post-secondary non-tertiary education	22.476
2021	Female	Age (Aggregate bands): 25-54	Education (ISCED-11): 5. Short-cycle tertiary education	2088.259
2021	Female	Age (Aggregate bands): 25-54	Education (ISCED-11): 6. Bachelor's or equivalent level	1951.347
2021	Female	Age (Aggregate bands): 25-54	Education (ISCED-11): 7. Master's or equivalent level	2042.779
2021	Female	Age (Aggregate bands): 25-54	Education (ISCED-11): 8. Doctoral or equivalent level	104.432
2021	Female	Age (Aggregate bands): 25-54	Education (ISCED-11): 9. Not elsewhere classified	257.03
2021	Female	Age (Aggregate bands): 55-64	Education (ISCED-11): Total	4440.873
2021	Female	Age (Aggregate bands): 55-64	Education (ISCED-11): 1. Primary education	275.292
2021	Female	Age (Aggregate bands): 55-64	Education (ISCED-11): 2. Lower secondary education	864.817
2021	Female	Age (Aggregate bands): 55-64	Education (ISCED-11): 3. Upper secondary education	1925.759
2021	Female	Age (Aggregate bands): 55-64	Education (ISCED-11): 4. Post-secondary non-tertiary education	11.091
2021	Female	Age (Aggregate bands): 55-64	Education (ISCED-11): 5. Short-cycle tertiary education	593.442
2021	Female	Age (Aggregate bands): 55-64	Education (ISCED-11): 6. Bachelor's or equivalent level	382.622
2021	Female	Age (Aggregate bands): 55-64	Education (ISCED-11): 7. Master's or equivalent level	237.707
2021	Female	Age (Aggregate bands): 55-64	Education (ISCED-11): 8. Doctoral or equivalent level	25.741
2021	Female	Age (Aggregate bands): 55-64	Education (ISCED-11): 9. Not elsewhere classified	124.402
2021	Female	Age (Aggregate bands): 65+	Education (ISCED-11): Total	7680.446
2021	Female	Age (Aggregate bands): 65+	Education (ISCED-11): 1. Primary education	2004.527
2021	Female	Age (Aggregate bands): 65+	Education (ISCED-11): 2. Lower secondary education	1253.368
2021	Female	Age (Aggregate bands): 65+	Education (ISCED-11): 3. Upper secondary education	2307.82
2021	Female	Age (Aggregate bands): 65+	Education (ISCED-11): 4. Post-secondary non-tertiary education	13.794
2021	Female	Age (Aggregate bands): 65+	Education (ISCED-11): 5. Short-cycle tertiary education	619.886
2021	Female	Age (Aggregate bands): 65+	Education (ISCED-11): 6. Bachelor's or equivalent level	456.339
2021	Female	Age (Aggregate bands): 65+	Education (ISCED-11): 7. Master's or equivalent level	186.532
2021	Female	Age (Aggregate bands): 65+	Education (ISCED-11): 8. Doctoral or equivalent level	38.507
2021	Female	Age (Aggregate bands): 65+	Education (ISCED-11): 9. Not elsewhere classified	799.675
2021	Total	Age (10-year bands): Total	Education (Aggregate levels): Total	54194.991
2021	Total	Age (10-year bands): Total	Education (Aggregate levels): Basic	13429.77
2021	Total	Age (10-year bands): Total	Education (Aggregate levels): Intermediate	21496.42
2021	Total	Age (10-year bands): Total	Education (Aggregate levels): Advanced	17223.568
2021	Total	Age (10-year bands): Total	Education (Aggregate levels): Level not stated	2045.234
2021	Total	Age (10-year bands): 15-24	Education (Aggregate levels): Total	7387.761
2021	Total	Age (10-year bands): 15-24	Education (Aggregate levels): Basic	2998.575
2021	Total	Age (10-year bands): 15-24	Education (Aggregate levels): Intermediate	3124.757
2021	Total	Age (10-year bands): 15-24	Education (Aggregate levels): Advanced	1155.68
2021	Total	Age (10-year bands): 15-24	Education (Aggregate levels): Level not stated	108.75
2021	Total	Age (10-year bands): 25-34	Education (Aggregate levels): Total	7563.076
2021	Total	Age (10-year bands): 25-34	Education (Aggregate levels): Basic	797.989
2021	Total	Age (10-year bands): 25-34	Education (Aggregate levels): Intermediate	2830.398
2021	Total	Age (10-year bands): 25-34	Education (Aggregate levels): Advanced	3798.844
2021	Total	Age (10-year bands): 25-34	Education (Aggregate levels): Level not stated	135.844
2021	Total	Age (10-year bands): 35-44	Education (Aggregate levels): Total	8294.834
2021	Total	Age (10-year bands): 35-44	Education (Aggregate levels): Basic	1009.29
2021	Total	Age (10-year bands): 35-44	Education (Aggregate levels): Intermediate	3183.408
2021	Total	Age (10-year bands): 35-44	Education (Aggregate levels): Advanced	3927.899
2021	Total	Age (10-year bands): 35-44	Education (Aggregate levels): Level not stated	174.237
2021	Total	Age (10-year bands): 45-54	Education (Aggregate levels): Total	8659.059
2021	Total	Age (10-year bands): 45-54	Education (Aggregate levels): Basic	1314.461
2021	Total	Age (10-year bands): 45-54	Education (Aggregate levels): Intermediate	3682.196
2021	Total	Age (10-year bands): 45-54	Education (Aggregate levels): Advanced	3477.995
2021	Total	Age (10-year bands): 45-54	Education (Aggregate levels): Level not stated	184.407
2021	Total	Age (10-year bands): 55-64	Education (Aggregate levels): Total	8556.881
2021	Total	Age (10-year bands): 55-64	Education (Aggregate levels): Basic	2069.368
2021	Total	Age (10-year bands): 55-64	Education (Aggregate levels): Intermediate	3971.561
2021	Total	Age (10-year bands): 55-64	Education (Aggregate levels): Advanced	2304.528
2021	Total	Age (10-year bands): 55-64	Education (Aggregate levels): Level not stated	211.424
2021	Total	Age (10-year bands): 65+	Education (Aggregate levels): Total	13733.38
2021	Total	Age (10-year bands): 65+	Education (Aggregate levels): Basic	5240.087
2021	Total	Age (10-year bands): 65+	Education (Aggregate levels): Intermediate	4704.098
2021	Total	Age (10-year bands): 65+	Education (Aggregate levels): Advanced	2558.624
2021	Total	Age (10-year bands): 65+	Education (Aggregate levels): Level not stated	1230.571
2021	Male	Age (10-year bands): Total	Education (Aggregate levels): Total	25898.093
2021	Male	Age (10-year bands): Total	Education (Aggregate levels): Basic	6133.329
2021	Male	Age (10-year bands): Total	Education (Aggregate levels): Intermediate	11065.515
2021	Male	Age (10-year bands): Total	Education (Aggregate levels): Advanced	7869.64
2021	Male	Age (10-year bands): Total	Education (Aggregate levels): Level not stated	829.609
2021	Male	Age (10-year bands): 15-24	Education (Aggregate levels): Total	3757.1
2021	Male	Age (10-year bands): 15-24	Education (Aggregate levels): Basic	1586.597
2021	Male	Age (10-year bands): 15-24	Education (Aggregate levels): Intermediate	1566.927
2021	Male	Age (10-year bands): 15-24	Education (Aggregate levels): Advanced	529.344
2021	Male	Age (10-year bands): 15-24	Education (Aggregate levels): Level not stated	74.232
2021	Male	Age (10-year bands): 25-34	Education (Aggregate levels): Total	3694.207
2021	Male	Age (10-year bands): 25-34	Education (Aggregate levels): Basic	428.426
2021	Male	Age (10-year bands): 25-34	Education (Aggregate levels): Intermediate	1495.628
2021	Male	Age (10-year bands): 25-34	Education (Aggregate levels): Advanced	1697.206
2021	Male	Age (10-year bands): 25-34	Education (Aggregate levels): Level not stated	72.947
2021	Male	Age (10-year bands): 35-44	Education (Aggregate levels): Total	4029.943
2021	Male	Age (10-year bands): 35-44	Education (Aggregate levels): Basic	530.507
2021	Male	Age (10-year bands): 35-44	Education (Aggregate levels): Intermediate	1685.714
2021	Male	Age (10-year bands): 35-44	Education (Aggregate levels): Advanced	1736.494
2021	Male	Age (10-year bands): 35-44	Education (Aggregate levels): Level not stated	77.229
2021	Male	Age (10-year bands): 45-54	Education (Aggregate levels): Total	4247.9
2021	Male	Age (10-year bands): 45-54	Education (Aggregate levels): Basic	676.347
2021	Male	Age (10-year bands): 45-54	Education (Aggregate levels): Intermediate	1900.051
2021	Male	Age (10-year bands): 45-54	Education (Aggregate levels): Advanced	1584.219
2021	Male	Age (10-year bands): 45-54	Education (Aggregate levels): Level not stated	87.282
2021	Male	Age (10-year bands): 55-64	Education (Aggregate levels): Total	4116.008
2021	Male	Age (10-year bands): 55-64	Education (Aggregate levels): Basic	929.26
2021	Male	Age (10-year bands): 55-64	Education (Aggregate levels): Intermediate	2034.711
2021	Male	Age (10-year bands): 55-64	Education (Aggregate levels): Advanced	1065.016
2021	Male	Age (10-year bands): 55-64	Education (Aggregate levels): Level not stated	87.022
2021	Male	Age (10-year bands): 65+	Education (Aggregate levels): Total	6052.934
2021	Male	Age (10-year bands): 65+	Education (Aggregate levels): Basic	1982.193
2021	Male	Age (10-year bands): 65+	Education (Aggregate levels): Intermediate	2382.484
2021	Male	Age (10-year bands): 65+	Education (Aggregate levels): Advanced	1257.361
2021	Male	Age (10-year bands): 65+	Education (Aggregate levels): Level not stated	430.896
2021	Female	Age (10-year bands): Total	Education (Aggregate levels): Total	28296.898
2021	Female	Age (10-year bands): Total	Education (Aggregate levels): Basic	7296.441
2021	Female	Age (10-year bands): Total	Education (Aggregate levels): Intermediate	10430.904
2021	Female	Age (10-year bands): Total	Education (Aggregate levels): Advanced	9353.928
2021	Female	Age (10-year bands): Total	Education (Aggregate levels): Level not stated	1215.625
2021	Female	Age (10-year bands): 15-24	Education (Aggregate levels): Total	3630.661
2021	Female	Age (10-year bands): 15-24	Education (Aggregate levels): Basic	1411.977
2021	Female	Age (10-year bands): 15-24	Education (Aggregate levels): Intermediate	1557.83
2021	Female	Age (10-year bands): 15-24	Education (Aggregate levels): Advanced	626.336
2021	Female	Age (10-year bands): 15-24	Education (Aggregate levels): Level not stated	34.518
2021	Female	Age (10-year bands): 25-34	Education (Aggregate levels): Total	3868.868
2021	Female	Age (10-year bands): 25-34	Education (Aggregate levels): Basic	369.564
2021	Female	Age (10-year bands): 25-34	Education (Aggregate levels): Intermediate	1334.771
2021	Female	Age (10-year bands): 25-34	Education (Aggregate levels): Advanced	2101.637
2021	Female	Age (10-year bands): 25-34	Education (Aggregate levels): Level not stated	62.897
2021	Female	Age (10-year bands): 35-44	Education (Aggregate levels): Total	4264.891
